subj_id,Duration,condition,A,B,C,D,E,F,notA,notB,notC,notD,notE,notF,BgA,BgnotA,CgB,CgnotB,DgB,DgnotB,EgB,EgnotB,FgA,FgnotA,check77,Gov_Subsidies,Energy_tax,Coal_Regulations,Solar_subsidy,Business_tax,Gas_tax,Gas_guzzler,Fuel_efficiency,quiz1,quiz2,quiz3,quiz4,quiz5,self_understanding
b7af6f3ec7de4fab0c53ede58747e2a8,1086,intervention,21,74,92,82,88,36,78,17,2,20,6,24,42,67,98,37,74,38,87,43,45,62,77,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably no,Probably no,Probably no,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Very well
49e7faaf8ada58c3426c20799f1e9392,927,intervention,20,95,95,100,100,100,75,30,5,5,5,3,50,90,100,60,100,50,100,50,25,90,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",reflect visible light back into space,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
6164223501c415e4defb02d330c97c82,570,control,20,85,45,80,80,35,90,20,55,20,1,60,70,95,50,20,85,70,99,95,30,45,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably no,Probably no,Definitely yes,Probably yes,ultraviolet; visible,"Carbon dioxide,Methane,Nitrogen",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
df674af0b67732aa2190e265c482d120,646,intervention,2,10,2,20,5,30,80,60,80,65,60,70,2,20,15,2,30,30,10,5,5,10,77,Definitely no,Definitely no,Probably no,Probably no,Definitely no,Probably no,Definitely no,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
a57dae4f49684e6d73cdc201f02e0991,536,control,12,80,60,82,80,60,12,60,2,2,2,2,2,60,60,60,80,60,60,60,12,40,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane",reflect visible light back into space,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Very well
222ec118f7e8604872385dba4d000825,569,control,40,65,35,55,85,75,60,45,30,18,15,45,65,95,65,37,65,40,95,40,53,75,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
b3bb421bcecae350f008b091546c16cc,474,intervention,10,70,60,70,80,70,70,79,30,30,90,30,40,40,70,50,80,40,60,50,40,40,77,Probably yes,Probably no,Probably no,Probably no,Probably no,Probably no,Probably no,Probably no,visible; infrared,"Oxygen,Methane,Nitrogen",reflect visible light energy back toward earth,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
955645f6520806fcd3820a37c8e8b312,1726,intervention,1,99,50,90,95,80,99,2,50,10,5,20,1,99,50,50,90,10,95,5,10,80,77,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably no,Probably yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
8ac7df0093082518351b555cafa6860e,1264,control,30,80,60,80,60,20,90,40,50,10,10,10,20,80,30,30,60,40,60,30,5,10,77,Definitely yes,Probably yes,Probably yes,Probably no,Probably yes,Definitely yes,Definitely yes,Probably yes,infrared; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
b41950271981cd25feddd7d467304dd8,723,control,0,99,90,90,90,85,99,5,15,20,15,15,20,90,90,15,90,20,90,10,30,80,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably no,visible; infrared,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
7a26131f7962bea550579400417cbffb,2653,intervention,35,30,25,15,35,10,15,40,40,55,20,55,10,60,45,5,35,5,35,10,15,45,77,Probably yes,Probably yes,Probably no,Probably yes,Probably no,Definitely no,Probably no,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow infrared light to pass through but reflect visible light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
a74b8f2c6c437fab6f050131a3d564b5,427,control,43,43,43,16,12,12,32,12,32,43,32,12,17,32,23,32,15,12,12,12,14,21,77,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably no,infrared; ultraviolet,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Very well
f7211cb2f8b701f660b98edf503e8c93,537,intervention,70,40,40,40,70,50,50,80,70,70,60,40,50,50,60,50,70,60,60,70,40,40,77,Probably yes,Probably no,Probably yes,Probably no,Probably no,Probably yes,Probably no,Probably no,infrared; ultraviolet,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
82ff488de15a7b031a9853dd376ba9a1,246,control,2,60,50,70,75,40,90,40,20,25,20,20,20,60,70,50,75,40,90,50,25,75,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably no,Probably yes,Probably no,ultraviolet; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Not well at all
dd1e7f800c7b8525151b2a6835f52d7d,772,intervention,20,65,40,100,100,80,50,10,60,0,10,20,40,100,40,25,100,70,80,50,50,80,77,Probably yes,Definitely no,Probably no,Probably yes,Probably yes,Probably no,Probably no,Probably no,infrared; visible,"Carbon dioxide,Methane",reflect visible light energy back toward earth,FALSE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Slightly well
122a216c3cee4c61565ba83652ac8598,746,control,5,15,2,50,20,1,95,85,99,75,80,99,0,40,7,0,55,3,65,2,0,5,77,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
c7f901f7567e95fe9cc7f866439eeb8b,431,intervention,10,20,100,90,100,70,10,20,10,10,10,10,10,10,50,30,100,20,100,20,10,20,77,Definitely yes,Probably no,Definitely no,Definitely no,Probably yes,Definitely no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
6ea573d413a8906e438385ba4b130b97,536,intervention,20,80,70,75,85,70,75,30,35,10,10,25,50,98,75,25,95,50,95,60,15,85,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably no,Definitely yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
30b3d74d88e8dad5eeb741cc00ba4496,470,control,5,1,1,1,1,1,90,90,90,90,90,90,15,1,5,1,1,1,1,1,1,1,77,Definitely no,Definitely no,Probably no,Probably no,Definitely no,Definitely no,Definitely no,Probably no,ultraviolet; visible,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Extremely well
79bc95c6685706cd7129cbff04dd30a8,506,intervention,0,75,75,50,75,50,75,15,25,25,20,25,20,60,60,25,75,50,70,50,20,75,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably no,Probably no,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
ea47445c9062d44c2b9f2fe36fae0d8c,220,control,3,51,51,51,51,51,51,3,3,3,3,3,51,51,51,51,51,51,51,51,51,51,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Extremely well
74703d87f56510dffee546ac7e5d75c6,540,intervention,0,30,30,30,40,45,100,30,15,30,10,25,20,45,75,20,70,30,60,25,50,60,77,Probably yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably no,Definitely yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
a6ccd1c78e525742e7b9e7ebb9f35324,523,control,40,55,70,55,60,65,40,40,45,44,30,30,44,75,80,55,75,35,70,45,33,45,77,Definitely yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Definitely no,Definitely yes,Probably yes,ultraviolet; visible,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
